Changes_20181109_1159_-Gen5_Kombi-03_Prod_Dev-20_Specifications-10_Customer_Requirements-Consolidated-40_Requirements_-_Functions_3.1_sv,AccStateCurrentConsolidation_sv,OEM_ID_sv,Comparison with '/Gen5_Kombi/03_Prod_Dev/20_Specifications/10_Customer_Requirements/Consolidated/40_Requirements_-_Functions' version: 3.1,FSM,English_sv,Function_sv
unchanged,CON,40_22244,"
Das Lautstärke Bedienrückmeldung Widget enthält eine untere Lautstärkenbeschränkung. Die untere Lautstärkenbeschränkung wird gesteuert über:
VolumeIndicatorData(volumebar: RicModelId) --> ProgressSliderData(lowerBound: ricUInt8)",non-FS,"The volume the control acknowledgment Widget contains a lower volume constraint. The lower volume constraint controlled over:
Volume indicator DATA (volumable: RicModelId) --> progress SLI the DATA (lowerBound: ricUInt8)",TBD
unchanged,CON,40_22245,"
Das Lautstärke Bedienrückmeldung Widget enthält eine obere Lautstärkenbeschränkung. Die obere Lautstärkenbeschränkung wird gesteuert über:
VolumeIndicatorData(volumebar: RicModelId) --> ProgressSliderData(upperBound: ricUInt8)",non-FS,"The volume the control acknowledgment Widget contains an upper volume constraint. The upper volume constraint controlled over:
Volume indicator DATA (volumable: RicModelId) --> progress SLI the DATA (upperBound: ricUInt8)",TBD
unchanged,CON,40_22250,Darstellung,non-FS,Representation,TBD
modified,NRQ,40_22251,"Beispieldarstellung (Stand 02.03.2017):
 ",non-FS,<<< TRANSLATION MUST BE UPDATED >>><<< TRANSLATION MUST BE UPDATED >>><<< TRANSLATION MUST BE UPDATED >>>Example representation (status 02.03.2017):,TBD
unchanged,CON,40_22246,"Die Werte für Lautstärke und Beschränkungen werden mit 0 - 100 % und einer Auflösung von 0,5 % auf den maximal möglichen Anzeigebereich dargestellt.",non-FS,"The values on volume and constraints are represented with 0 100% and a resolution of 0,5% on the max. possible normal range.",TBD
unchanged,CON,40_22252,Ist der Wert für die Lautsärkeeinstellung = 00h oder C9h - FFh wird kein Balken für die Lautärkeneinstellung dargestellt. Es wird nur der maximale Lautstärkeanzeigebereich dargestellt.,non-FS,Is the value for the Lautsärkeeinstellung = 00h or C9h - FFh is represented no beam for the Lautärkeneinstellung. Only the max. volume normal range is represented.,TBD
unchanged,CON,40_22247,Ist der Wert für die untere Beschränkung = 00h  oder C9h - FFh existiert keine untere Beschränkung.,non-FS,Is the value on the lower constraint = 00h or C9h - FFh does not exist lower constraint.,TBD
unchanged,CON,40_22248,Ist der Wert für die obere Beschränkung = C9h - FFh existiert keine obere Beschränkung.,non-FS,Is the value on the upper constraint = C9h - FFh does not exist upper constraint.,TBD
unchanged,CON,40_22249,Die Beschränkungen haben gegenüber dem Balken für die Lautstärkeeinstellung grafisch die höhere Priorität. ,non-FS,The constraints have the higher priority opposite the beam for the volume setting graphically.,TBD
unchanged,CON,40_22253,"Für die Lautstärken Bedienrückmeldung sind folgende Grafiken für das Symbol im Kombi zu speichern (Stand 02.03.2017):
 ",non-FS,<<< TRANSLATION MUST BE UPDATED >>><<< TRANSLATION MUST BE UPDATED >>><<< TRANSLATION MUST BE UPDATED >>>For the volumes control acknowledgment are the following graphics for the symbol in the combination to storage (status 02.03.2017):,TBD
unchanged,NRQ,40_5682,14.8.61.5 Entertainment- und Kommunikationsanzeigen im HUD,non-FS,Entertainment and communication displays in HUD,TBD
unchanged,CON,40_7514,Die Anzeige von Listen/Tafeln im HUD können über den Codierparameter HUD_ENTERTAINMENT_ENABLE de-/aktiviert werden.,non-FS,The announcement of lists/boards in HUD can over the coding parameter HUD_ENTERTAINMENT_ENABLE de-/aktiviert to become.,TBD
unchanged,CON,40_22384,"Der Anzeigeort (Kombi oder HUD) von Listen/Tafeln wird abhängig von PIA_PRESELECT_ENTERTAINMENT_ANZEIGEORT bestimmt:
PIA_PRESELECT_ENTERTAINMENT_ANZEIGEORT= 0x1 (Anzeige im HUD)",non-FS,"The display announcement (combination or HUD) of lists/boards is determined dependent on PIA_PRESELECT_ENTERTAINMENT_ANZEIGEORT:
PIA_PRESELECT_ENTERTAINMENT_ANZEIGEORT= 0x1 (display in HUD)",TBD
unchanged,CON,40_22798,"Der reduzierte Modus hat keine Auswirkung auf Entertainment- und Kommunikationsanzeigen im HUD. Der Limes bei 1,9 ° darf überschritten werden.",non-FS,"The reduced mode does not have an impact on entertainment and communication displays in HUD. The Limes with 1,9 ° may be exceeded.",TBD
unchanged,CON,40_6371,"Im HUD werden die Listen und Tafeln angezeigt, wenn folgende Bedingungen erfüllt sind:",non-FS,"In HUD the lists and boards are displayed, if the following conditions are fulfilled:",TBD
unchanged,CON,40_6372,HUD_ENTERTAINMENT_ENABLE = 1,non-FS,HUD_ENTERTAINMENT_ENABLE = 1,TBD
unchanged,CON,40_6373,PIA_PRESELECT_ENTERTAINMENT_ANZEIGEORT= 0x1 (Anzeige im HUD) ,non-FS,PIA_PRESELECT_ENTERTAINMENT_ANZEIGEORT= 0x1 (display in HUD),TBD
unchanged,CON,40_6374,PIA_HUD_EIN_AUS (aktueller Schlüssel) = 1,non-FS,PIA_HUD_EIN_AUS (current key) = 1,TBD
unchanged,CON,40_6376,HUD_VARIANTE > 0,non-FS,HUD_VARIANTE > 0,TBD
unchanged,CON,40_9107,"Wird eine aktive Liste/Tafel vom HUD in das Kombi verschoben (zum Beispiel durch Deaktivieren des HUD), dann wird die Liste/Tafel im Kombi angezeigt bis sie geschlossen wird (auch wenn die Anzeige im HUD wieder möglich ist).",non-FS,"If an active list/board is shifted by HUD in the combination (for example by disabling HUD), then the list/board in the combination is closed displayed to it (even if the display is again possible in HUD).",TBD
unchanged,CON,40_6553,Im Zustand WOHNEN sollen im HUD keine Informationen/Anzeigen dauerhaft dargestellt werden.,non-FS,In the state LIVING no information/displays is to be permanently represented in HUD.,TBD
unchanged,CON,40_6554,Im Zustand WOHNEN wird das HUD für die Anzeige von Listen aktiviert. ,non-FS,In the state LIVING is activated HUD for the display by lists.,TBD
unchanged,CON,40_6555,Im Anschluss wird die Anzeige wieder ausgefadet.,non-FS,In the link the display is again ausgefadet.,TBD
unchanged,CON,40_6628,"Dem HUD Treiber wird über ein Flag mitgeteilt, dass keine Bilddaten anliegen.",non-FS,Over a flag is indicated to HUD driver that no graphic data lie close.,TBD
unchanged,CON,40_6382,"Listen und Tafeln im HUD sind funktional identisch mit dem Kombi.
Unterschiede werden in diesem Kapitel beschrieben.",non-FS,"Lists and boards in HUD are functionally identical to the combination.
Differences are described in this section.",TBD
unchanged,CON,40_6383,Listen und Tafeln werden animiert eingeblendet,non-FS,Lists and boards are animated shown,TBD
unchanged,CON,40_6384,Für die Animation wird eine Liste/Tafel ohne Inhalt verwendet. Nach dem animierten einblenden wird die Liste/Tafel befüllt.,non-FS,For the animation a list/a board without contents is used. After the animated the list/board will show filled.,TBD
unchanged,CON,40_14554,Listen und Tafeln werden mittels Faden/Animation ausgeblendet.,non-FS,Lists and boards are faded out by means of thread/animation.,TBD
unchanged,CON,40_13896,Der Quellentitel für das HUD wird entsprechend ID 51_10975 übertragen.,non-FS,The source title for HUD is transferred according to ID 51_10975.,TBD
unchanged,NRQ,40_22410,14.8.61.5.1 Cursorverhalten HUD,non-FS,Cursor behavior HUD,TBD
unchanged,CON,40_22412,Beim Öffnen einer Liste befindet sich der Cursor per Default auf dem aktuellen Titel / Sender /Quelle. Wenn dieser nicht vorhanden ist auf dem 1. Listeneintrag. (s. ID 51_10494ff),non-FS,When opening a list the cursor is by default on the current title/sender /Quelle. If this is missing on the 1st list entry. (S. ID 51_10494ff),TBD
unchanged,CON,40_22820,"Der Cursor umfasst ein oder zwei Zeilen, abhängig von der Listenart.",non-FS,"The cursor covers or two lines, dependent on the type of list.",TBD
unchanged,CON,40_22821,Der Cursor hat zwei Farbausprägungen abhängig vom FES Modus. Die Einfärbung erfolgt funktional gleich zum Kombi.,non-FS,The cursor has two color developments dependent on the FES mode. The dye takes place functionally directly to the combination.,TBD
unchanged,CON,40_22830,"Sind Listeneinträge nicht cursorbar (bspw. ""Letzte Ziele"" in der letzte Ziele Liste) wird diese Zeile vom Cursor übersprungen.",non-FS,List entries are not cursorable (bspw. “Final targets” in the final targets list) this line is skipped by the cursor.,TBD
unchanged,CON,40_22495,Layout 2,non-FS,Layout 2,TBD
unchanged,CON,40_22492,Bei einzeiligen Listen gilt:,non-FS,With single-line lists is valid:,TBD
unchanged,CON,40_22827,"Beim Runterscrollen bleibt der Cursor, sobald er die 4. Position erreicht hat, auf einer festen Position bis das letzte Listenelement ausgewählt wird. ",non-FS,"When scrolling down the cursor, as soon as it achieved the 4th item, on a fixed item to the final list item remains is selected.",TBD
unchanged,CON,40_22828,"Wurde das letzte Listenelement erreicht, verändert der Cursor sein Verhalten und hat beim Hochscrollen, sobald das 4. letzte Element erreicht ist, eine feste Position (2. von oben) bis das erste Listenelement ausgewählt wird. ",non-FS,"If the final list item was achieved, the cursor changes its behavior and has when scrolling up, as soon as the 4th final item is achieved, a fixed item (2. from above) to the first list item is selected.",TBD
unchanged,CON,40_22829,"Wird die Scrollrichtung vor Erreichen des letzten / ersten Listenelementes geändert, toggelt zunächst nur der Cursor auf die mittlere Position anschließend auf das 2. bzw. 4. Listenelement. Die Listeneinträge bleiben konstant bis die 2. bzw. 4. Cursorposition erreicht ist.",non-FS,"If the Scrollrichtung before achieving the final/first list item is modified, first only the cursor toggelt on the medium item afterwards on the 2nd or 4th list item. The list entries remain constantly to the 2nd or 4th cursor position are achieved.",TBD
unchanged,NRQ,40_22822,"Bei einzeiligen Listen verhält sich der Cursor folgendermaßen:
 ",non-FS,<<< TRANSLATION MUST BE UPDATED >>><<< TRANSLATION MUST BE UPDATED >>><<< TRANSLATION MUST BE UPDATED >>>With single-line lists the cursor behaves as follows:,TBD
unchanged,NRQ,40_22826,"Bei zweizeiligen Listen verhält sich der Cursor folgendermaßen:
 ",non-FS,<<< TRANSLATION MUST BE UPDATED >>><<< TRANSLATION MUST BE UPDATED >>><<< TRANSLATION MUST BE UPDATED >>>With two-line lists the cursor behaves as follows:,TBD
unchanged,CON,40_22496,Layout 6,non-FS,Layout 6,TBD
unchanged,CON,40_22485,Bei einzeiligen Listen gilt:,non-FS,With single-line lists is valid:,TBD
unchanged,CON,40_22486,"Ist weder das erste noch das letzte Listenelement gecursort, steht der Cursor im HUD fest auf der mittleren Position. Die Listeneinträge ändern sich.",non-FS,"Neither first nor the final list item are gecursort, the cursor is firmly in HUD on the medium item. The list entries change.",TBD
unchanged,CON,40_22823,"Der Cursor wird nur für das erste und das letzte Listenelement nach oben bzw. nach unten verschoben, um keine leeren Listeneinträge anzuzeigen. ",non-FS,"The cursor is shifted upward or downwards only for first and the final list item, in order to display no empty list entries.",TBD
unchanged,NRQ,40_22489,"Der Cursor verhält sich folgendermaßen:
 ",non-FS,<<< TRANSLATION MUST BE UPDATED >>><<< TRANSLATION MUST BE UPDATED >>><<< TRANSLATION MUST BE UPDATED >>>The cursor behaves as follows:,TBD
unchanged,CON,40_22484,Bei zweizeiligen Listen gilt:,non-FS,With two-line lists is valid:,TBD
unchanged,CON,40_22479,"Wird ein Cursor dargestellt, befindet sich dieser  beim Runterscrollen immer in der ersten cursorbaren Zeile, solange dies nicht das letzte Element aus min. zwei Listenelementen ist. Beim Hochscrollen springt der Cursror auf die letzten cursorbaren Zeilen und bleibt dort konstant, solange nicht das erste Listenelement erreicht ist. ",non-FS,"If a cursor is represented, this always is when scrolling down in the first cursorable line, as long as this is not the final item from min. two list items. When scrolling up the Cursror branches on the final cursorable lines and remains there constant, as long as the first list item is not achieved.",TBD
unchanged,CON,40_22482,"Wenn das letzte Element aus min zwei Listenelementen gecursort werden soll verschiebt sich der Cursor auf die untere Position (Runterscrollen). 
Wenn das erste Element aus min zwei Listenelementen gecursort werden soll verschiebt sich der Cursor auf die obere Position (Hochscrollen). ",non-FS,"If the final item from min two list items to be gecursort is shifts the cursor on the lower item (to scroll down). 
If the first item from min two list items to be gecursort is shifts the cursor on the upper item (to scroll up).",TBD
unchanged,CON,40_22825,"Die Listeneinträge verändern sich, abhängig von der Cursorposition.",non-FS,"The list entries change, dependent on the cursor position.",TBD
unchanged,NRQ,40_22824,"Der Cursor verhält sich folgendermaßen:
 ",non-FS,<<< TRANSLATION MUST BE UPDATED >>><<< TRANSLATION MUST BE UPDATED >>><<< TRANSLATION MUST BE UPDATED >>>The cursor behaves as follows:,TBD
unchanged,NRQ,40_22367,14.8.61.5.2 Funktions-/Anzeigebeschreibung ENTERTAINMENT_VERSION = 0,non-FS,Function/display description ENTERTAINMENT_VERSION = 0,TBD
unchanged,CON,40_22376,"Ist ENTERTAINMENT_VERSION = 0, wird die Entertainment- und Kommunikationsanzeige wie folgt dargestellt.",non-FS,"Is ENTERTAINMENT_VERSION = 0, the entertainment and communication display are represented as follows.",TBD
unchanged,CON,40_22378,Die Entertainment-und Kommunikationsfunktion im HUD umfasst folgende Arten:,non-FS,Entertainment-und communication function in HUD covers the following types:,TBD
unchanged,CON,40_22379,Entertainmentliste vom Typ Liste,non-FS,Entertainment list of the type list,TBD
unchanged,CON,40_22380,Telefonliste vom Typ Liste,non-FS,Telephone list of the type list,TBD
unchanged,CON,40_22381,Telefontafel vom Typ Tafel,non-FS,Telephone board of the type board,TBD
unchanged,CON,40_22382,Sprachsteuerung vom Typ Tafel,non-FS,Language controller of the type board,TBD
unchanged,NRQ,40_5686,14.8.61.5.2.1 Listen,non-FS,Lists,TBD
unchanged,CON,40_6387,Die Überschrift der List besteht aus:,non-FS,The heading of the ruse consists of:,TBD
unchanged,CON,40_6375,Quellensymbol,non-FS,Source symbol,TBD
unchanged,CON,40_6381,Text einzeilig,non-FS,Text single-line,TBD
unchanged,CON,40_6366,Der im Fokus stehende Listeneintrag hat zwei Zeilen zur Verfügung um mehr Informationen anzuzeigen. ,non-FS,The list entry in the focus has available to display two lines around more information.,TBD
unchanged,CON,40_21989,"Um Listen im HUD anzuzeigen, muss zudem gelten: ",non-FS,"In order to display lists in HUD, must besides be valid:",TBD
unchanged,CON,40_21988,PIA_PRESELECT_ENTERTAINMENT_ANZEIGEORT= 0x1 (Anzeige im HUD),non-FS,PIA_PRESELECT_ENTERTAINMENT_ANZEIGEORT= 0x1 (display in HUD),TBD
unchanged,CON,40_6367,Eine Liste im HUD stellt höchstens 3 Listeneinträgen auf einmal dar.,non-FS,A list in HUD represents to at the most 3 list entries at once.,TBD
unchanged,CON,40_13891,Im HUD wird kein Cover in der Liste dargestellt.,non-FS,In HUD no cover in the list is represented.,TBD
unchanged,CON,40_6399,Der Scrollbalken der Liste wird am rechten Listenrand dargestellt. Er wird immer angezeigt.,non-FS,The Scrollbalken of the list is represented at the right edge of list. It is always displayed.,TBD
unchanged,CON,40_13893,Entertainmentliste,non-FS,Entertainment list,TBD
unchanged,NRQ,40_13892,"Darstellung
 ",non-FS,<<< TRANSLATION MUST BE UPDATED >>><<< TRANSLATION MUST BE UPDATED >>><<< TRANSLATION MUST BE UPDATED >>>Representation,TBD
unchanged,CON,40_13894,Telefonliste/Kommunikationsliste,non-FS,Telephone list/communication list,TBD
unchanged,NRQ,40_13895,"Darstellung (Stand 17.10.2014)
 ",non-FS,<<< TRANSLATION MUST BE UPDATED >>><<< TRANSLATION MUST BE UPDATED >>><<< TRANSLATION MUST BE UPDATED >>>Representation (status 17.10.2014),TBD
unchanged,NRQ,40_9108,14.8.61.5.2.2 Tafeln,non-FS,Boards,TBD
unchanged,CON,40_6402,"Tafeln besitzen keinen Scrollbalken, da sie aus maximal 3 Einträgen bestehen.",non-FS,"Boards do not possess Scrollbalken, since they consist of max. 3 entries.",TBD
unchanged,CON,40_6390,Die Überschrift der Tafel besteht aus:,non-FS,The heading of the board consists of:,TBD
unchanged,CON,40_6395,Quellensymbol,non-FS,Source symbol,TBD
unchanged,CON,40_6396,Text zweizeilig,non-FS,Text two-line,TBD
unchanged,CON,40_6401,Die Einträge der Tafel werden einzeilig dargestellt.,non-FS,The entries of the board are single-line represented.,TBD
unchanged,CON,40_6400,Die Einträge der Tafel sind feststehend. Der Cursor der Tafel wird getoggelt.,non-FS,The entries of the board are being certain. The cursor of the board is getoggelt.,TBD
unchanged,CON,40_13907,Eine Sonderform von Tafeln sind:,non-FS,A special form of boards are:,TBD
unchanged,CON,40_13908,Spracheingabe,non-FS,Speech input,TBD
unchanged,CON,40_13909,Quellenwechsel,non-FS,Source change,TBD
unchanged,CON,40_13897,Telefontafel,non-FS,Telephone board,TBD
unchanged,CON,40_15038,Die Titelzeile der Telefontafel besteht aus Name und Telefonnummer.,non-FS,The header of the telephone board consists of term and telephone number.,TBD
unchanged,NRQ,40_13898,"Beispieldarstellung
 ",non-FS,<<< TRANSLATION MUST BE UPDATED >>><<< TRANSLATION MUST BE UPDATED >>><<< TRANSLATION MUST BE UPDATED >>>Example representation,TBD
unchanged,CON,40_13899,Tafel für manuellen Sendersuchlauf,non-FS,Board for manual sender search run,TBD
unchanged,CON,40_15039,Die Titelzeile der Tafel besteht aus Suchlaufhinweis.,non-FS,The header of the board consists of search run note.,TBD
unchanged,NRQ,40_13900,"Darstellung
 ",non-FS,<<< TRANSLATION MUST BE UPDATED >>><<< TRANSLATION MUST BE UPDATED >>><<< TRANSLATION MUST BE UPDATED >>>Representation,TBD
unchanged,CON,40_13905,Tafel für Mitteilung,non-FS,Board for message,TBD
unchanged,NRQ,40_13906,"Darstellung
 ",non-FS,<<< TRANSLATION MUST BE UPDATED >>><<< TRANSLATION MUST BE UPDATED >>><<< TRANSLATION MUST BE UPDATED >>>Representation,TBD
unchanged,CON,40_13901,Tafel für Quellenwechsel (Toggelanzeige),non-FS,Board for source change (Toggelanzeige),TBD
unchanged,CON,40_14869,Im HUD wird immer nur ein Quellensymbol angezeigt. Es werden im Hintergrund keine weiteren Symbole angezeigt.,non-FS,In HUD in each case a source symbol is displayed. In the background no further symbols are displayed.,TBD
unchanged,CON,40_14870,Der Übergang zwischen den Quellensymbolen erfolgt durch Animation/Faden.,non-FS,Transition between the source symbols takes place via animation/thread.,TBD
unchanged,NRQ,40_22368,14.8.61.5.3 Funktions-/Anzeigebeschreibung ENTERTAINMENT_VERSION = 1,non-FS,Function/display description ENTERTAINMENT_VERSION = 1,TBD
unchanged,CON,40_22377,"Ist ENTERTAINMENT_VERSION = 1, wird die Entertainment- und Kommunikationsanzeige wie folgt dargestellt.",non-FS,"Is ENTERTAINMENT_VERSION = 1, the entertainment and communication display are represented as follows.",TBD
unchanged,NRQ,40_22370,14.8.61.5.3.1 Reiterstruktur,non-FS,Rider structure,TBD
unchanged,CON,40_22390,Die Reiterstruktur im HUD ist funkitonal gleich zu der im Kombi. Es gelten für das HUD die gleichen Bedingungen wie für das Kombi.,non-FS,The rider structure in HUD is funkitonal equal too in the combination. The same conditions as for are valid the combination for HUD.,TBD
unchanged,CON,40_23268,Im Reitersystem im HUD gibt es Pfeile. Diese verhalten sich gleich zum Kombi.,non-FS,In the rider system in HUD there are arrows. These behave equal to the combination.,TBD
unchanged,CON,40_23269,Das ausgewählte Reitersymbol wird hervorgehoben dargestellt.,non-FS,The selected rider symbol is emphasized represented.,TBD
unchanged,CON,40_22392,Layout 2,non-FS,Layout 2,TBD
unchanged,CON,40_23270,Der Reitertitel/Überschrift wird zentriert dargestellt.,non-FS,The rider title/heading is centered represented.,TBD
unchanged,NRQ,40_22394,"Beispielgrafik: 
 ",non-FS,<<< TRANSLATION MUST BE UPDATED >>><<< TRANSLATION MUST BE UPDATED >>><<< TRANSLATION MUST BE UPDATED >>>Example graphics:,TBD
unchanged,CON,40_22393,Layout 6,non-FS,Layout 6,TBD
unchanged,CON,40_22391,Im Mid 1.5 hat die Reiterstruktur keinen Reitertitel / Überschrift.,non-FS,"In the Mid 1,5 the rider structure does not have rider title/a heading.",TBD
unchanged,NRQ,40_22374,14.8.61.5.3.2 Listen und Tafeln Grundlagen,non-FS,Lists and boards bases,TBD
unchanged,CON,40_22395,Die Grundlagen von Listen und Tafeln im HUD entsprechen dem Kombi.,non-FS,The bases of lists and boards in HUD correspond to the combination.,TBD
unchanged,CON,40_22396,Folgende Entertainment-/Kommunikaationsanzeigen gibt es zwar im Kombi aber nicht im HUD:,non-FS,There are not the following entertainment-/coming unicum ATI ONS displays in the combination however in HUD:,TBD
unchanged,CON,40_22397,"BRM (Lautstärke, Skip)",non-FS,"BRM (volume, Skip)",TBD
unchanged,CON,40_22398,Widgets,non-FS,Widgets,TBD
unchanged,NRQ,40_22371,14.8.61.5.3.3 Listen,non-FS,Lists,TBD
unchanged,CON,40_22409,Listen im HUD verhalten sich funktional wie im Kombi. Aufgrund des Platzbedarfes im HUD gibt es Deltas. Diese werden in diesem Kapitel aufgelistet.,non-FS,Lists in HUD behave functionally as in the combination. Due to the space requirement in HUD there are Deltas. These are listed in this section.,TBD
unchanged,CON,40_22402,Der Scrollbalken der Liste wird am rechten Listenrand dargestellt. Er wird immer angezeigt.,non-FS,The Scrollbalken of the list is represented at the right edge of list. It is always displayed.,TBD
unchanged,CON,40_22806,Listen haben feste Anschläge und werden nicht als Endlosschleife bedient.,non-FS,Lists have fixed of impacts and not as continuous loop are operated.,TBD
unchanged,CON,40_22419,Die Schriftgröße und die Textlänge kann sich im HUD von der im Kombi unterscheiden. Ablesbarkeit und ggf. eine stimmige Silbentrennung muss gewährleistet sein.,non-FS,Character size and the text length can differ in HUD from that in the combination. Readability and if necessary a consistent hyphenation must be ensured.,TBD
unchanged,CON,40_22414,Es gibt folgende Listen in Kombination mit dem Reitersystem im HUD:,non-FS,There are the following lists in combination with the rider system in HUD:,TBD
unchanged,CON,40_22415,Entertainment- und Quellenliste,non-FS,Entertainment and source list,TBD
unchanged,CON,40_22416,Telefon-/Kommunikationsliste,non-FS,Telephone/communication list,TBD
unchanged,CON,40_22417,Letzte Ziele Liste,non-FS,Final targets list,TBD
unchanged,CON,40_22458,Es gibt folgende Listen ohne das Reitersystem im HUD:,non-FS,There are the following lists without the rider system in HUD:,TBD
unchanged,CON,40_22418,Spracheingabe Ergebnisliste,non-FS,Speech input result list,TBD
unchanged,NRQ,40_22465,14.8.61.5.3.3.1 Listen in Kombination mit dem Reitersystem,non-FS,Lists in combination with the rider system,TBD
unchanged,CON,40_22404,Layout 2,non-FS,Layout 2,TBD
unchanged,CON,40_22403,Bei einzeiligen Listen werden bis zu 5 Listeneinträge (bis zu 5 Zeilen) dargestellt. ,non-FS,With single-line lists up to 5 list entries (up to 5 lines) are represented.,TBD
unchanged,CON,40_22407,Bei zweizeiligen Listen werden bis zu 3 Listeneinträge (bis zu 6 Zeilen) dargestellt. ,non-FS,With two-line lists up to 3 list entries (up to 6 lines) are represented.,TBD
unchanged,NRQ,40_22457,"Beispielgrafik:
 ",non-FS,<<< TRANSLATION MUST BE UPDATED >>><<< TRANSLATION MUST BE UPDATED >>><<< TRANSLATION MUST BE UPDATED >>>Example graphics:,TBD
unchanged,CON,40_22405,Layout 6,non-FS,Layout 6,TBD
unchanged,CON,40_22408,Bei einzeiligen Listen werden bis zu 3 Listeneinträge (bis zu 3 Zeilen) dargestellt. ,non-FS,With single-line lists up to 3 list entries (up to 3 lines) are represented.,TBD
unchanged,CON,40_22406,Bei zweizeiligen Listen werden bis zu 2 Listeneinträge (bis zu 3 Zeilen) dargestellt. ,non-FS,With two-line lists up to 2 list entries (up to 3 lines) are represented.,TBD
unchanged,NRQ,40_22459,"Beispielgrafik:
 ",non-FS,<<< TRANSLATION MUST BE UPDATED >>><<< TRANSLATION MUST BE UPDATED >>><<< TRANSLATION MUST BE UPDATED >>>Example graphics:,TBD
unchanged,NRQ,40_22466,14.8.61.5.3.3.2 Listen ohne das Reitersystem (Spracheingabe Ergebnisliste),non-FS,Lists without the rider system (speech input result list),TBD
unchanged,CON,40_22477,Die Spracheingabe Ergebnisliste ist funktional gleich zum Kombi. ,non-FS,The speech input result list is functionally alike to the combination.,TBD
unchanged,CON,40_22471,Die Spracheingabe Ergebnisliste besteht aus folgenden Elementen:,non-FS,The speech input result list consists of the following items:,TBD
unchanged,CON,40_22472,Statussymbol,non-FS,State symbol,TBD
unchanged,CON,40_22473,Icon /String,non-FS,Icon /String,TBD
unchanged,CON,40_22474,Scrollbalken,non-FS,Scrollbalken,TBD
unchanged,CON,40_22475,Listeneinträge (einzeilig),non-FS,List entries (single-line),TBD
unchanged,CON,40_22476,Cursor,non-FS,Cursor,TBD
unchanged,CON,40_22478,Designlinie/Trennlinie,non-FS,Design line/dividing line,TBD
unchanged,CON,40_22467,Layout 2,non-FS,Layout 2,TBD
unchanged,CON,40_22469,Beispielgrafik,non-FS,Example graphics,TBD
unchanged,CON,40_22468,Layout 6 ,non-FS,Layout 6,TBD
unchanged,CON,40_22470,Beispielgrafik,non-FS,Example graphics,TBD
unchanged,NRQ,40_22372,14.8.61.5.3.4 Tafeln,non-FS,Boards,TBD
unchanged,CON,40_22420,Tafeln im HUD verhalten sich funktional wie im Kombi. Aufgrund des Platzbedarfes im HUD gibt es Deltas. Diese werden in diesem Kapitel aufgelistet.,non-FS,Boards in HUD behave functionally as in the combination. Due to the space requirement in HUD there are Deltas. These are listed in this section.,TBD
unchanged,CON,40_22444,In einer Tafel sollen alle anzuzeigenden Inhalte auf einer Seite sichtbar sein. Aufgrund des zur Verfügung stehenden Platzes ist dies im HUD nicht immer möglich.,non-FS,"In a board all contents on a page, which can be displayed, are to be visible. Due to the workstation the available this is not always possible in HUD.",TBD
unchanged,CON,40_22799,"Für Tafeln, die die maximal auf einmal anzuzeigenden Textzeilen nicht überschreiten gilt:",non-FS,"For boards, which do not exceed the lines of text max. at once which can be displayed are valid:",TBD
unchanged,CON,40_22802,Die Einträge der Tafel sind feststehend,non-FS,The entries of the board are being certain,TBD
unchanged,CON,40_22803,Der Cursor der Tafel wird getoggelt,non-FS,The cursor of the board is getoggelt,TBD
unchanged,CON,40_22804, Es wird kein Scrollbalken angezeigt,non-FS,No Scrollbalken is displayed,TBD
unchanged,CON,40_22800,"Für Tafeln, die die maximal auf einmal anzuzeigenden Textzeilen  überschreiten gilt:",non-FS,"For boards, which exceed the lines of text max. at once which can be displayed are valid:",TBD
unchanged,CON,40_22801,Es wird ein Scrollbalken angezeigt,non-FS,A Scrollbalken is displayed,TBD
unchanged,CON,40_22805,Der Cursor der Tafel verhält sich wie bei einzeiligen Listen (s. ID 51_22410 ff),non-FS,The cursor of the board behaves as with single-line lists (S. ID 51_22410 FF),TBD
unchanged,CON,40_22421,Es gibt folgenden Tafeln im HUD:,non-FS,There are the following boards in HUD:,TBD
unchanged,CON,40_22422,Telefon- und Mitteilungstafel,non-FS,Telephone and message board,TBD
unchanged,CON,40_22423,Tafel für manuelle Sendersuche und Mitteilungsbedienung mit Reitersystem,non-FS,Board for manual sender search and message operation with rider system,TBD
unchanged,NRQ,40_22431,14.8.61.5.3.4.1 Telefon- und Mitteilungstafel,non-FS,Telephone and message board,TBD
unchanged,CON,40_22831,Eine Telefon- oder Mitteilungstafel besteht aus der Überschrift und zwei cursorbaren Listeneinträgen.,non-FS,A telephone or a message board consists of the heading and two cursorable list entries.,TBD
unchanged,CON,40_22432,Die Überschrift der Tafel besteht aus:,non-FS,The heading of the board consists of:,TBD
unchanged,CON,40_22434,Anruficon/-foto,non-FS,Anruficon/photo,TBD
unchanged,CON,40_22433,"Text zweizeilig (Überschrift A/B, Gesprächsdauer/-status)",non-FS,"Text two-line (heading A/B, conversation duration/state)",TBD
unchanged,CON,40_22436,Designlinie (Abtrennlinie über und unter der Überschrift),non-FS,Design line (disconnecting line over and under the heading),TBD
unchanged,CON,40_22435,"Wird kein Anruficon/-foto angezeigt, ist der zweizeilige Überschriftentext linksbündig in der Tafel ",non-FS,"If no Anruficon/photo is displayed, the two-line heading text is left justified in the board",TBD
